"2009/06/08_00:00","oknarai.ru","66.118.146.69","66-118-146-69.static.sagonet.net.","directs to exploits","gray@rostov.ru","21840","0","0"
"2014/04/11_08:14","cd2.odtoidcwe.info/o5ejxcc2z0","64.120.207.254","64-120-207-254.static.hostnoc.net.","exploit kit","Jason Bracco / tuanHefaineReyna@hotmail.com","21788","0","0"
"2009/06/10_00:00","www.realinnovation.com/css/menu.js","67.202.87.234","ip234.67-202-87.static.steadfast.net.","redirects to exploits","REALINNOVATION.COM@domainservice.com","32748","0","0"
"2009/06/12_00:00","hardcorepornparty.com","88.214.193.196","-","directs to exploits","DMITRI KUZNETSOV / wm@beach-book.com","46636","0","0"
"2009/06/12_00:00","zous.szm.sk","88.86.113.4","freehosting.szm.com.","directs to exploits","-","39392","0","0"
"2014/04/11_08:11","dron.leandroiriarte.com/email/exec/mambots/plus.php?feed=79","78.46.209.151","static.151.209.46.78.clients.your-server.de.","exploit kit","Registrar Abuse Contact compliance@domain-inc.net","24940","0","0"
"2009/06/13_00:00","noveslovo.com","77.222.131.86","86.0-127.131.222.77.in-addr.arpa.","directs to exploits","-","21219","0","0"
"2009/06/14_00:00","dimsnetwork.com","88.214.193.196","-","Directs to exploits","Dmitri Kuznetsov / wm@beach-book.com","46636","0","0"
"2009/06/14_00:00","luckyblank.info","89.185.228.15","ex14.exmasters.com.","directs to rogue","WhoisGuard Protected / e09201274974449886ada169b50d5879.protect@whoisguard.com","24971","0","0"
"2009/06/14_00:00","luckyclean.info","89.185.228.15","ex14.exmasters.com.","directs to rogue","WhoisGuard Protected / 7e0c10ad0bb648489573b22a28f86594.protect@whoisguard.com","24971","0","0"
"2009/06/14_00:00","luckyclear.info","89.185.228.15","ex14.exmasters.com.","directs to rogue","WhoisGuard Protected / 1ad83c2f5960476583b10b7bf18fbccf.protect@whoisguard.com","24971","0","0"
"2009/06/14_00:00","luckyeffect.info","89.185.228.15","ex14.exmasters.com.","directs to rogue","WhoisGuard Protected / f974291e6c834cb58b61da35ee0a825c.protect@whoisguard.com","24971","0","0"
"2009/06/14_00:00","luckyhalo.info","89.185.228.15","ex14.exmasters.com.","directs to rogue","WhoisGuard Protected / 5ef888c31e574ee39bec8149621cbd2b.protect@whoisguard.com","24971","0","0"
"2009/06/14_00:00","luckypure.info","89.185.228.15","ex14.exmasters.com.","directs to rogue","WhoisGuard Protected / befe020f9cc8404d8696e8f255d0eadc.protect@whoisguard.com","24971","0","0"
"2009/06/14_00:00","luckyshine.info","89.185.228.15","ex14.exmasters.com.","directs to rogue","WhoisGuard Protected / a45a009dbed24caf8d5c337e097c367b.protect@whoisguard.com","24971","0","0"
"2009/06/14_00:00","luckysuccess.info","89.185.228.15","ex14.exmasters.com.","directs to rogue","WhoisGuard Protected / 92f381eb474e400f91bbe7a831dc9e82.protect@whoisguard.com","24971","0","0"
"2009/06/14_00:00","luckysure.info","89.185.228.15","ex14.exmasters.com.","directs to rogue","WhoisGuard Protected / e292ee43d78142ada7bc024ac5f0fed7.protect@whoisguard.com","24971","0","0"
"2009/06/14_00:00","luckytidy.info","89.185.228.15","ex14.exmasters.com.","directs to rogue","WhoisGuard Protected / 1ae7e16139f64a14a63beedbc44bd4bf.protect@whoisguard.com","24971","0","0"
"2009/06/14_00:00","lustadult.com","89.185.228.12","ex12.exmasters.com.","directs to exploits","office@hos.ro","24971","0","0"
"2009/06/14_00:00","nudebeachgalleries.net","88.214.242.12","-","directs to exploits","Dmitri Kuznetsov / wm@beach-book.com","46636","0","0"
"2009/06/14_00:00","petrivka.com.ua","194.88.218.182","218-182-ukravto-client.ukrindex.com.","directs to exploits","-","34633","0","0"
"2009/06/15_00:00","buffalogoesout.com","66.96.146.201","201.146.96.66.static.eigbox.net.","directs to exploits","Addnet / brianw@addnetinc.com","29873","0","0"
"2009/06/16_00:00","-","213.174.143.196/v/g.php?d=79","-","directs to rogue","-","39572","0","0"
"2009/06/16_00:00","achren.org","83.245.63.229","http.sodium.lon.periodicnetwork.com.","directs to exploits","Andrew Clancy / nite@achren.org","33970","0","0"
"2014/03/31_11:44","-","5.135.43.43/adm/documentos.zip","-","Trojan.Banker","-","16276","0","0"
"2014/03/31_11:44","-","185.12.14.208/tmp/Boleto_Vencido.zip","-","Trojan.Banker","-","50673","0","0"
"2009/06/16_00:00","associatesexports.com","209.25.133.107","altar14.supremepanel14.com.","directs to exploits","Muhammed Ishaaq / ezee2contact@gmail.com","11388","0","0"
"2014/04/11_08:11","casga.sogesca.al/puzjbe2.html","62.75.140.238","static-ip-62-75-140-238.inaddr.ip-pool.com.","leads to exploit kit","-","8972","0","0"
"2014/04/07_18:32","-","193.218.144.3/cp/login/","-","Gozi control panel","-","197252","0","0"
"2009/06/16_00:00","vijetha.co.in","83.245.63.229","http.sodium.lon.periodicnetwork.com.","directs to exploits","Sreejith A C / binu_m_r@yahoo.com","33970","0","0"
"2009/06/18_00:00","-","69.3.109.79/1.html","h-69-3-109-79-static.nycmny83.covad.net","Exploits","-","18566","0","0"
"2009/06/18_00:00","antalya.ru/links/","89.111.176.89","fe31-1.hc.ru.","directs to exploits","pro234@yandex.ru","41126","0","0"
"2009/06/18_00:00","conds.ru","90.156.201.22","fe.shared.masterhost.ru.","directs to exploits","lasic@mail.ru","25532","0","0"
"2014/04/06_04:49","img001.com/business/qiji.exe","36.250.3.247","-","Trojan.Spy","Registrar Abuse Contact Email:supervision@xinnet.com","4837","0","0"
"2014/04/06_04:49","root.mcs-katwijk.nl/ws/amd.exe","109.72.85.5","nl01.pcextreme.nl.","Win32/DelfInject","-","48635","0","0"
"2009/06/20_00:00","unalbilgisayar.com","84.51.21.163","host-84-51-21-163.teletektelekom.com.","directs to exploits","admin@unalbilgisayar.com","34104","0","0"
"2009/06/23_00:00","rd5d.com","114.80.208.199","-","directs to exploits","dio_ring_sh@hotmail.com","4812","0","0"
"2009/06/23_00:00","soundcomputers.net","174.143.45.131","-","directs to exploits","newageclothing / indiffrence52@hotmail.com","33070","0","0"
"2014/04/06_04:49","root.mcs-katwijk.nl/ws/nvm.exe","109.72.85.5","nl01.pcextreme.nl.","Win32/DelfInject","-","48635","0","0"
"2014/04/06_04:49","root.mcs-katwijk.nl/ws/cpu.exe","109.72.85.5","nl01.pcextreme.nl.","Win32/DelfInject","-","48635","0","0"
"2014/04/06_04:49","root.mcs-katwijk.nl/ws/ws.exe","109.72.85.5","nl01.pcextreme.nl.","Win32/DelfInject","-","48635","0","0"
"2009/06/24_00:00","www.t-sb.net","72.232.219.152","152.219.232.72.static.reverse.ltdomains.com.","directs to exploits","Norets Mihail Vitalevich / nmihey@gmail.com","22576","0","0"
"2014/04/06_04:49","root.mcs-katwijk.nl/ws/kl.exe","109.72.85.5","nl01.pcextreme.nl.","Win32/DelfInject","-","48635","0","0"
"2009/06/25_00:00","hanulsms.com","124.217.216.40","-","directs to exploits","zzigger@naver.com","38661","0","0"
"2009/06/25_00:00","semengineers.com","216.245.193.34","thor.corpservers.net.","directs to exploits","hostmaster@inspediumhosting.com","46475","0","0"
"2009/06/25_00:00","srslogisticts.com","64.191.16.37","reseller4.hostingmadeeasy.com.","directs to exploits","Green Shark Green Shark / younisrajput@hotmail.com","21788","0","0"
"2009/06/25_00:00","tendersource.com","75.125.56.218","218.56.125.75.in-addr.ev1.opticaljungle.com.","directs to exploits","Domain Admin / contact@privacyprotect.org","21844","0","0"
"2009/06/25_00:00","tradexoom.com","69.163.194.224","apache2-dap.bogota.dreamhost.com.","directs to exploits","Brijesh Kumar / brijesh.kumar@yahoo.com","26347","0","0"
"2009/06/25_00:00","traff1.com/in.cgi?5","66.232.116.49","-","directs to trojan","SergeyGolushko / SERGEY_GOLUSHKO@YAHOO.COM","29802","0","0"
"2009/06/25_00:00","web-olymp.ru","81.176.232.104","server4.neoweb.ru.","directs to exploits","web-webolymp@yandex.ru","8342","0","0"
"2014/04/06_04:49","oprahsearch.com/scripts/net19.exe","192.249.59.79","-","Trojan.Inject","Aaron Polmeer / domains@searchexperiences.com","3842","0","0"
"2014/04/06_04:49","oprahsearch.com/scripts/brez251.exe","192.249.59.79","-","-","Aaron Polmeer / domains@searchexperiences.com","3842","0","0"
"2014/04/02_17:58","soft.findhotel.asia/card/rss/speeches.php?filefun=79","149.154.64.6","-","exploit kit","WAHYU OKTAVIANTO / wahyudwioktavianto@gmail.com","29182","0","0"
"2014/04/02_17:58","rl8vd.kikul.com/ci7ka5t2ue","173.212.223.250","ooo.177ok.ru.","exploit kit","Registrar Abuse Contact abuse@web.com","21788","0","0"
"2009/06/28_00:00","noveltyweb.ru","193.200.173.4","s8.freehost.com.ua.","directs to exploits","support@freehost.com.ua","42331","0","0"
"2014/04/02_17:58","tough.thingiebox.com/bwul2.html","62.75.140.237","static-ip-62-75-140-237.inaddr.ip-pool.com.","leads to exploit kits / destination changes","Registrar Abuse Contact support@bluehost.com","8972","0","0"
"2014/04/02_17:58","tough.thingiebox.com/udz2.html","62.75.140.237","static-ip-62-75-140-237.inaddr.ip-pool.com.","leads to exploit kits / destination changes","Registrar Abuse Contact support@bluehost.com","8972","0","0"
"2009/06/28_00:00","sbnc.hak.su/spread.txt","91.189.81.71","www2.wen.ru.","RFI","wapplanet@mail.ru","8342","0","0"
"2009/06/28_00:00","somnoy.com","91.197.128.216","h6.data-xata.net.","directs to exploits","Kostya B Zubar / cony@ukr.net","8870","0","0"
"2014/04/02_11:50","smschat.alfabeta.al/c0de/aggregator/modules/speeches.php?filefun=79","149.154.64.6","-","exploit kit","-","29182","0","0"
"2014/04/02_11:50","lithium.thiersheetmetal.com/dqf2.html","62.75.140.237","static-ip-62-75-140-237.inaddr.ip-pool.com.","leads to exploit kits / destination changes","-","8972","0","0"
"2014/04/02_08:53","incoctel.cl/8RHFBgK4.php?html=27","190.114.252.75","server0126-0711.dnsmisitio.net.","Drive-by","-","52368","0","0"
"2014/04/02_08:53","incoctel.cl/8RHFBgK4.php?id=23694557","190.114.252.75","server0126-0711.dnsmisitio.net.","Drive-by","-","52368","0","0"
"2014/04/02_08:53","westlifego.com/js/jquery-1.3.2.min.js","173.254.28.97","just97.justhost.com.","JS.exploit","Registrar Abuse Contact abuse@enom.com","46606","0","0"
"2014/04/02_08:53","westlifego.com","173.254.28.97","just97.justhost.com.","JS.Exploit","Registrar Abuse Contact abuse@enom.com","46606","0","0"
"2014/03/23_10:15","iabe45sd.com/joomla/routine/wonderful_inventing_affair-all.php?pnniqkc=1h:30:1h:30:32&bjondq=32:2w:32:1f:2w:32:1g:31:1n:2w&ddnx=1i&asocjk=hsgij&nkjakfm=kbvrri","109.120.177.54","109.120.177.54.addr.datapoint.ru.","Trojan.OCD","Registrar Abuse Contact reg-whois@rethemhosting.net","30968","0","0"
"2014/03/23_10:15","iabe45sd.com/joomla/routine/ridiculous-enjoy.php?pnniqkc=1h:30:1h:30:32&bjondq=32:2w:32:1f:2w:32:1g:31:1n:2w&ddnx=1i&asocjk=hsgij&nkjakfm=kbvrri","109.120.177.54","109.120.177.54.addr.datapoint.ru.","Trojan.OCD","Registrar Abuse Contact reg-whois@rethemhosting.net","30968","0","0"
"2009/06/29_00:00","londonescortslist.net","209.200.55.33","-","directs to exploits","sales@ukvixens.com","27257","0","0"
"2009/06/29_00:00","nadegda-95.ru","87.242.126.153","ant6.fast.ru.","directs to exploits","nadegda-95@mail.ru","25532","0","0"
"2009/06/29_00:00","romsigmed.ro","86.35.15.214","www4.linux.romtelecom.net.","directs to exploits","-","9050","0","0"
"2009/06/29_00:00","spatsz.com","67.210.126.110","orion.lunarpages.com.","directs to exploits","kasproduct@wanadoo.fr","15244","0","0"
"2014/03/23_10:15","iabe45sd.com/joomla/routine/response-seeming.php?pnniqkc=1h:30:1h:30:32&bjondq=32:2w:32:1f:2w:32:1g:31:1n:2w&ddnx=1i&asocjk=hsgij&nkjakfm=kbvrri","109.120.177.54","109.120.177.54.addr.datapoint.ru.","Trojan.OCD","Registrar Abuse Contact reg-whois@rethemhosting.net","30968","0","0"
"2009/06/29_00:00","svetyivanrilski.com","212.36.9.1","ns5.tophostbg.net.","directs to exploits","Stilian Nikolov / st.nikolov@gmail.com","39388","0","0"
"2009/06/29_00:00","titon.info","212.36.9.10","ns1.tophostbg.net.","directs to exploits","Tania Terzieva / tania_terzieva@abv.bg","39388","0","0"
"2014/03/23_10:15","iabe45sd.com/joomla/routine/reporting-sentences-pleasant-mistakes.php?pnniqkc=1h:30:1h:30:32&bjondq=32:2w:32:1f:2w:32:1g:31:1n:2w&ddnx=1i&asocjk=hsgij&nkjakfm=kbvrri","109.120.177.54","109.120.177.54.addr.datapoint.ru.","Trojan.OCD","Registrar Abuse Contact reg-whois@rethemhosting.net","30968","0","0"
"2009/06/29_00:00","tophostbg.net","212.36.9.10","ns1.tophostbg.net.","directs to exploits","Georgi Chakarov / info@tophost.bg","39388","0","0"
"2009/06/29_00:00","urbanglass.ro","89.34.23.162","nano.megahost.net.","directs to exploits","-","39758","0","0"
"2009/06/29_00:00","vivaweb.org","212.36.9.1","ns5.tophostbg.net.","directs to exploits","Georgi Zhulkov / zhulkov@gmail.com","39388","0","0"
"2009/06/29_00:00","vocational-training.us","216.8.179.24","ptr-216-8-179-24.ptr.nextdimensioninc.com.","directs to exploits","webmaster@okcontentweb.com","13727","0","0"
"2009/06/29_00:00","warco.pl","81.2.200.162","host-81-2-200-162.alpha.pl.","directs to exploits","warco.pl","24806","0","0"
"2009/06/30_00:00","bde.be","194.146.224.100","cluster.sivit.org.","directs to exploits","administration@piezo-forte.be","13193","0","0"
"2009/06/30_00:00","pwvita.pl","77.55.70.169","acs169.rev.netart.pl.","directs to exploits","-","15967","0","0"
"2009/06/30_00:00","roks.ua","80.91.176.135","uahost01.hc.ua.","directs to exploits","roks@name.biz.ua","21219","0","0"
"2009/06/30_00:00","skgroup.kiev.ua","80.91.176.135","uahost01.hc.ua.","directs to exploits","hostmaster@kiev.ua","21219","0","0"
"2009/06/30_00:00","tecnocuer.com","190.228.29.81","mx2981.godns.net.","directs to exploits","Domain Discreet / 1bedb6390a1411500163a946ac9b2fea@domaindiscreet.com","7303","0","0"
"2009/06/30_00:00","tk-gregoric.si","91.185.202.90","mail.internetstoritve.com.","directs to exploits","turisticna.kmetija.gregoric@siol.net","41828","0","0"
"2009/06/30_00:00","tomalinoalambres.com.ar","190.228.29.81","mx2981.godns.net.","directs to exploits","-","7303","0","0"
"2009/06/30_00:00","vipdn123.blackapplehost.com","69.162.86.4","4-86-162-69.static.reverse.lstn.net.","vbscript downloader","dns@iversit.com","46475","0","0"
"2009/06/30_00:00","womenslabour.org","83.142.47.61","www.linux.webserwer.pl.","directs to exploits","rogoz@firma.hoga.pl","39168","0","0"
"2009/06/30_00:00","wroclawski.com.pl","83.142.47.61","www.linux.webserwer.pl.","directs to exploits","-","39168","0","0"
"2009/07/01_00:00","xoomer.alice.it/email02/bom.jpg","62.211.68.12","-","trojan","-","20580","0","0"
"2009/07/11_00:00","www.propan.ru/forum/downloads.php","89.111.177.27","fe91-1.hc.ru.","RFI","admin@propan.ru","41126","0","0"
"2014/03/23_10:15","iabe45sd.com/joomla/routine/generally_broken-tend_noting.php?pnniqkc=1h:30:1h:30:32&bjondq=32:2w:32:1f:2w:32:1g:31:1n:2w&ddnx=1i&asocjk=hsgij&nkjakfm=kbvrri","109.120.177.54","109.120.177.54.addr.datapoint.ru.","Trojan.OCD","Registrar Abuse Contact reg-whois@rethemhosting.net","30968","0","0"
"2009/07/21_00:00","firehouse651.com/gallery/images/copyright.txt","64.40.123.35","mercury.van-dns.com.","RFI","FireHouse651.COM / sales@superwebhost.com","14280","0","0"
"2009/07/21_00:00","www.freewebtown.com/atakus/Nokia/BotNetNew.txt","208.75.230.43","www.freewebtown.com.","RFI","Tulip Systems / abuse@tulix.com","36820","0","0"
"2009/07/21_00:00","webcashmaker.com/v2/members/trade_traffic.php","74.206.224.180","-","RFI","Domains by Proxy, Inc. / WEBCASHMAKER.COM@domainsbyproxy.com","27257","0","0"
"2009/07/21_00:00","stormpages.com/script/PHP.txt","209.33.220.8","-","RFI","Web Services / webmaster@slk9.com","11071","0","0"
"2009/07/21_00:00","stormpages.com/master/psy.txt","209.33.220.8","-","RFI","Web Services / webmaster@slk9.com","11071","0","0"
"2009/07/21_00:00","stormpages.com/master/ping.txt","209.33.220.8","-","RFI","Web Services / webmaster@slk9.com","11071","0","0"
"2009/07/21_00:00","stormpages.com/diantara/BOT.txt","209.33.220.8","-","RFI","Web Services / webmaster@slk9.com","11071","0","0"
"2009/07/21_00:00","spykit.110mb.com/tools/id.txt","70.38.113.158","ip-70-38-113-158.static.privatedns.com.","RFI","110mb.server@gmail.com","32613","0","0"
"2009/07/21_00:00","sentrol.cl/components/kampret.jpg","74.200.91.144","unknown144.91.200.74.defenderhosting.com.","RFI","-","14383","0","0"
"2009/07/21_00:00","www.kjbbc.net/bbs/data/gallery/1207290228/inbox.txt","112.216.25.75","-","RFI","Ho Sung Kim / thebible1611@hanmail.net","3786","0","0"
"2009/07/21_00:00","www.stormpages.com/ariefdream/nidec.txt","209.33.220.8","-","RFI","Web Services / webmaster@slk9.com","11071","0","0"
"2009/07/21_00:00","www.stormpages.com/blewah/bot.txt","209.33.220.8","-","RFI","Web Services / webmaster@slk9.com","11071","0","0"
"2009/07/21_00:00","www.stormpages.com/hasheo/mil.txt","209.33.220.8","-","RFI","Web Services / webmaster@slk9.com","11071","0","0"
"2009/07/21_00:00","www.stormpages.com/hasheo/naoky.txt","209.33.220.8","-","RFI","Web Services / webmaster@slk9.com","11071","0","0"
"2009/07/21_00:00","www.stormpages.com/hasheo/ros.txt","209.33.220.8","-","RFI","Web Services / webmaster@slk9.com","11071","0","0"
"2009/07/21_00:00","www.stormpages.com/master/VoLcoM_04.txt","209.33.220.8","-","RFI","Web Services / webmaster@slk9.com","11071","0","0"
"2009/07/21_00:00","www.stormpages.com/p38r1/aku.txt","209.33.220.8","-","RFI","Web Services / webmaster@slk9.com","11071","0","0"
"2009/07/21_00:00","www.stormpages.com/script/PHP.txt","209.33.220.8","-","RFI","Web Services / webmaster@slk9.com","11071","0","0"
